token,loss
dley</w>,-1.5846457481384275
mow</w>,-1.5897012948989868
bast,-1.596699357032776
arten</w>,-1.596757888793945
matters</w>,-1.601309299468994
ðŁĵ¢,-1.6055415868759155
nya</w>,-1.6121776103973389
hillside</w>,-1.6149473190307615
affe,-1.6203800439834597
mosa,-1.6394984722137451
toulouse</w>,-1.646335244178772
suspicious</w>,-1.6496014595031738
ote</w>,-1.6499285697937012
amor,-1.6557352542877195
ilove</w>,-1.6700271368026731
wintry</w>,-1.6808117628097534
being</w>,-1.6826943159103394
photogenic</w>,-1.688108205795288
ame</w>,-1.692641019821167
iz,-1.6993002891540527
brat</w>,-1.7048790454864502
ears</w>,-1.7061480283737185
adoption</w>,-1.7065739631652832
wallabies</w>,-1.7116708755493164
cecil,-1.7126184701919556
ise,-1.722326159477234
roar,-1.7232604026794434
vulner,-1.746616244316101
furry</w>,-1.7593140602111816
pet</w>,-1.7643141746520996
pye,-1.773329734802246
wiwx</w>,-1.7745203971862793
onther,-1.7790533304214478
ggled</w>,-1.7852848768234253
semb,-1.7931478023529053
harat</w>,-1.798546552658081
curious</w>,-1.8033801317214968
whoop</w>,-1.8046135902404783
rubs</w>,-1.805777668952942
etal</w>,-1.80952262878418
tom,-1.816431999206543
arra</w>,-1.8185423612594604
perenni,-1.826327562332153
mysti,-1.8286634683609009
chondri,-1.831811666488648
why</w>,-1.8347654342651367
ouri,-1.840966939926148
neman</w>,-1.849200963973999
sequel</w>,-1.8607239723205569
fric,-1.8630086183547967
iz</w>,-1.8640731573104856
pang,-1.871349811553955
katz</w>,-1.87342369556427
isai,-1.877725601196289
geoff</w>,-1.8839735984802248
cato</w>,-1.894447684288025
cling</w>,-1.90915322303772
hii</w>,-1.9168763160705569
ppor,-1.9307060241699217
hugo</w>,-1.9309002161026
ðĿĺ,-1.940691590309143
edes</w>,-1.9473971128463743
tig</w>,-1.949347734451294
bious</w>,-1.9517993927001955
ðŁĺ³</w>,-1.9602839946746824
tai</w>,-1.9655033349990845
tester</w>,-1.9752756357192995
ather</w>,-1.9972892999649048
upon</w>,-2.0049798488616943
maia</w>,-2.005479335784912
daniel</w>,-2.011543035507202
sumatra</w>,-2.019589424133301
sup,-2.0324959754943848
keen,-2.037113666534424
kya</w>,-2.0398828983306885
pome,-2.043051481246948
shair</w>,-2.0456082820892334
bernardino</w>,-2.053380250930786
marsha</w>,-2.060260057449341
pesh,-2.067929983139038
sher</w>,-2.0756332874298096
wildlife</w>,-2.0762534141540527
mered</w>,-2.0816590785980225
aru,-2.086456060409546
wink,-2.096253633499145
!!#</w>,-2.101861000061035
pett,-2.106128931045532
rous,-2.107057571411133
ubio</w>,-2.1087186336517334
would,-2.111438035964966
wolve,-2.113523244857788
hooo</w>,-2.1208431720733643
tomo,-2.1212661266326904
mueller</w>,-2.121644735336304
cation</w>,-2.133441925048828
Ń</w>,-2.133692741394043
daa</w>,-2.134554624557495
shaft</w>,-2.1454918384552
anny</w>,-2.1491737365722656
ffle</w>,-2.155430793762207
hare</w>,-2.1614789962768555
cougars</w>,-2.1616926193237305
yed,-2.161792993545532
fou,-2.164001941680908
tfw</w>,-2.164630889892578
sneak,-2.167596340179444
zoe</w>,-2.170412063598633
ky,-2.1756980419158936
jag</w>,-2.1800637245178223
Ùģ,-2.197872400283813
oon,-2.20169448852539
poss</w>,-2.202442169189453
guang,-2.204592227935791
miy,-2.207660675048828
"*,</w>",-2.2162671089172363
animal</w>,-2.220533609390259
eyeing</w>,-2.226136922836304
icy,-2.226426124572754
âŃĲï¸ıâŃĲï¸ıâŃĲï¸ı</w>,-2.228720426559448
aware</w>,-2.2300078868865967
jody</w>,-2.235177516937256
snowball</w>,-2.237637996673584
ee,-2.2414391040802
ran</w>,-2.245126247406006
animal,-2.252786159515381
¬</w>,-2.260256052017212
joye,-2.2604055404663086
gering</w>,-2.2613861560821533
both</w>,-2.27005672454834
zimbabwe</w>,-2.2702324390411377
unrelated</w>,-2.274212121963501
fierc,-2.282348394393921
rip,-2.2830517292022705
ðŁĹĵ,-2.2903740406036377
lol,-2.2927358150482178
!!!!!</w>,-2.294489622116089
pgat,-2.2955868244171143
chi,-2.297715902328491
meas,-2.301224708557129
famine</w>,-2.301953077316284
oose</w>,-2.303136348724365
lift,-2.3148293495178223
ahhhhh</w>,-2.3194775581359863
serious,-2.32094955444336
lion,-2.322772979736328
jagu,-2.3228094577789307
agor,-2.326758623123169
aby,-2.3283870220184326
elled</w>,-2.32840633392334
sighs</w>,-2.3284695148468018
alli</w>,-2.329484224319458
olf</w>,-2.3425567150115967
parad,-2.343106746673584
grumpy</w>,-2.3447301387786865
tair,-2.34814453125
ðŁı½</w>,-2.365687131881714
canine</w>,-2.371454954147339
...........</w>,-2.375481367111206
£,-2.379643201828003
maternal</w>,-2.3806426525115967
lebo,-2.3809194564819336
rous</w>,-2.3825082778930664
zoo,-2.3848531246185303
gnation</w>,-2.39197039604187
pur,-2.397627830505371
cyp,-2.399777889251709
bes</w>,-2.402623414993286
caver,-2.4105377197265625
bully,-2.412123680114746
dag</w>,-2.412886142730713
jerk</w>,-2.416029214859009
greeted</w>,-2.421087741851806
bram,-2.4281117916107178
reno,-2.4283227920532227
ðŁķĬ,-2.431788444519043
beau</w>,-2.437639236450196
alpaca</w>,-2.437893867492676
kerswednesday</w>,-2.4392194747924805
hehehe</w>,-2.4394400119781494
cuis,-2.439852714538574
bj</w>,-2.441999912261963
nam,-2.448862314224243
nir,-2.4505157470703125
springs</w>,-2.451376914978028
ðŁĵį:</w>,-2.453683376312256
stia</w>,-2.4551026821136475
realising</w>,-2.457054376602173
questionable</w>,-2.46821665763855
desig,-2.4740805625915527
mammal</w>,-2.474595546722412
gren,-2.475409507751465
tiz</w>,-2.4826793670654297
mmy</w>,-2.4888973236083984
>>>>>>>>,-2.4893927574157715
sammy</w>,-2.4896931648254395
talking</w>,-2.492683172225952
ÿ</w>,-2.4990954399108887
ginger,-2.5025768280029297
zshq</w>,-2.503427505493164
harri,-2.508830308914185
hing,-2.510491132736206
rar,-2.511101722717285
lob,-2.518385887145996
ferr,-2.5185110569000244
yun</w>,-2.5191760063171387
swild,-2.5207996368408203
chicks</w>,-2.521237850189209
endor,-2.528268575668335
ðŁĺĿ</w>,-2.5306639671325684
bab</w>,-2.5333127975463867
franc</w>,-2.5418646335601807
bie,-2.548668146133423
reilly</w>,-2.549494981765747
awak</w>,-2.558415651321411
coon,-2.5601186752319336
spay,-2.5614116191864014
aww</w>,-2.5630033016204834
tapping</w>,-2.564405918121338
"""'</w>",-2.5721540451049805
yyyy</w>,-2.5814270973205566
scar</w>,-2.5939254760742188
relaxed</w>,-2.6026763916015625
gro,-2.6045775413513184
lions</w>,-2.608537673950196
aters</w>,-2.609928607940674
mohan,-2.612604141235352
È</w>,-2.6144039630889893
male,-2.627103567123413
ook</w>,-2.627183675765991
wolves</w>,-2.630676984786988
dient</w>,-2.632698774337769
Ĵ</w>,-2.6376986503601074
cheng,-2.6382646560668945
missin</w>,-2.638978719711304
",...</w>",-2.639350652694702
scar,-2.6461493968963623
arat</w>,-2.648466348648072
scra,-2.648918390274048
ssier</w>,-2.64974045753479
)..</w>,-2.657133817672729
âĿ¤ï¸ı#</w>,-2.6571614742279053
cal,-2.6642608642578125
ìĸ,-2.6684670448303223
ar,-2.676781177520752
libby</w>,-2.682454824447632
diam,-2.683814525604248
catar,-2.6852357387542725
âŀĸâŀĸ,-2.687448024749756
rier</w>,-2.6911301612854004
chinson</w>,-2.6912407875061035
bbles</w>,-2.698035955429077
accu,-2.699026584625244
poten,-2.7007882595062256
sit,-2.7021613121032715
xiao</w>,-2.70313572883606
archive</w>,-2.71456241607666
gly,-2.7161121368408203
saf,-2.7193994522094727
pling</w>,-2.7253730297088623
bian,-2.729670763015747
rat,-2.7319014072418213
affectionate</w>,-2.732194662094116
kp</w>,-2.7324321269989014
predators</w>,-2.73256254196167
cavalry</w>,-2.7402000427246094
amore</w>,-2.7442994117736816
pare,-2.7506208419799805
chit</w>,-2.751920223236084
user,-2.7525506019592285
scotti,-2.756582975387573
sassy</w>,-2.757244110107422
wn,-2.7579777240753174
foxx</w>,-2.759514808654785
puri,-2.7603096961975098
piggy</w>,-2.768339395523072
cub</w>,-2.7698798179626465
narr,-2.774755954742432
blk</w>,-2.77518367767334
aweather</w>,-2.7795231342315674
bran</w>,-2.7868385314941406
awar,-2.7869114875793457
sus,-2.790235757827759
Ã¯,-2.7905266284942627
B</w>,-2.791499137878418
pati,-2.7940595149993896
laure,-2.799372434616089
lef,-2.8005905151367188
gripping</w>,-2.806509494781494
ete</w>,-2.810299634933472
cheddar</w>,-2.8136324882507324
weasel</w>,-2.818819761276245
aret</w>,-2.823397159576416
jac,-2.823744773864746
squirrel</w>,-2.8269946575164795
caldwell</w>,-2.827021360397339
ber</w>,-2.829451084136963
testic,-2.8294780254364014
erno</w>,-2.829683303833008
ws</w>,-2.8318750858306885
lovel,-2.832639217376709
baa</w>,-2.8372037410736084
piyush,-2.840071439743042
bt</w>,-2.843547821044922
tweetapicture,-2.8462750911712646
assuming</w>,-2.848773956298828
mol</w>,-2.8588109016418457
anec,-2.860373020172119
mog</w>,-2.8656530380249023
otta,-2.870923042297364
seam,-2.888223648071289
walla</w>,-2.8891279697418213
zoe,-2.893691062927246
yle,-2.8993351459503174
shibu,-2.903881788253784
dov</w>,-2.908334970474243
vious</w>,-2.910084009170532
jed</w>,-2.914311170578003
amore,-2.914347887039185
lings</w>,-2.9143736362457275
yo</w>,-2.915210008621216
himalayan</w>,-2.916191339492798
squirrels</w>,-2.9162538051605225
ðŁĳĬ</w>,-2.918717622756958
tiveness</w>,-2.926675081253052
yyy</w>,-2.9276387691497803
mrc</w>,-2.929938077926636
groves</w>,-2.931666374206543
matter,-2.9361917972564697
expe,-2.93841290473938
erson,-2.940803289413452
ggin</w>,-2.942918062210083
pika</w>,-2.948451519012451
enga</w>,-2.949206590652466
tu</w>,-2.949882745742798
ãħ¤ãħ¤,-2.954986333847046
na</w>,-2.956901788711548
keer,-2.9622225761413574
noble,-2.965420246124268
walt</w>,-2.9659981727600098
Đ,-2.9670095443725586
ðŁĮ¹</w>,-2.972806930541992
elot</w>,-2.9743106365203857
sika</w>,-2.974977731704712
fari,-2.9841904640197754
mule</w>,-2.987151861190796
enegger</w>,-2.998570680618286
recurring</w>,-2.999476194381714
