token,loss
jeffery</w>,-0.0551641732454299
gera</w>,-0.055275160819292
gaze</w>,-0.0565043240785598
missy</w>,-0.0565875135362148
mask</w>,-0.0573326423764228
feinstein</w>,-0.0575652718544006
sober,-0.057769414037466
âľĪï¸ı</w>,-0.0582067556679248
fang,-0.0583233870565891
nikola</w>,-0.0585791915655136
jaan</w>,-0.0594289042055606
hates</w>,-0.0595709830522537
yorker</w>,-0.0602429397404193
ðŁ§¡,-0.06034467369318
myers</w>,-0.0605714209377765
schedu,-0.0607147403061389
mart</w>,-0.0607711113989353
picard</w>,-0.0610337480902671
ancient</w>,-0.0612439848482608
vogel</w>,-0.0614722669124603
norman</w>,-0.0622706487774848
ram</w>,-0.0625659823417663
anthony,-0.0628034472465515
mlin</w>,-0.0631817877292633
experimenting</w>,-0.0631902962923049
mentday</w>,-0.0633033215999603
loki</w>,-0.0633595213294029
manic,-0.0634091794490814
layne</w>,-0.0636305883526802
hints</w>,-0.063631922006607
illiams</w>,-0.0638738423585891
juju</w>,-0.0653062686324119
matthias</w>,-0.0653329938650131
mouths</w>,-0.0659452900290489
lyn</w>,-0.0666253045201301
trans,-0.0667271837592125
zombie</w>,-0.0668148621916771
syndrome</w>,-0.0668797343969345
fiercely</w>,-0.0670613721013069
ackeray</w>,-0.0680664628744125
kon</w>,-0.0683272629976272
altered</w>,-0.0688385888934135
portrait</w>,-0.0689025074243545
yolanda</w>,-0.0699341297149658
itude,-0.0703490003943443
âľĬðŁı½</w>,-0.0703975409269332
shaving</w>,-0.0705422088503837
acial</w>,-0.0710221007466316
bharat,-0.071250706911087
moustache</w>,-0.0715225115418434
lamont</w>,-0.0726933628320694
emmanuel,-0.0748667493462562
lue</w>,-0.0749038159847259
ena</w>,-0.0749142244458198
dali</w>,-0.0751723125576973
dimp,-0.0755777359008789
alom</w>,-0.0759693011641502
tered</w>,-0.0762910917401313
kev</w>,-0.0775652527809143
wilt</w>,-0.0775665417313575
tout</w>,-0.0777776390314102
hank,-0.0782965272665023
onimo</w>,-0.0784054696559906
gue</w>,-0.0784822553396225
dors</w>,-0.0790397599339485
rouge</w>,-0.0796764567494392
ðŁĴ¥</w>,-0.0800150036811828
alvin</w>,-0.0807248800992965
niall</w>,-0.080954223871231
ashok</w>,-0.0810884684324264
feng</w>,-0.0816577151417732
bam,-0.0819626450538635
ssion</w>,-0.0826253518462181
kyliejenner</w>,-0.082631692290306
row</w>,-0.0826851725578308
puberty</w>,-0.0829713121056556
stun,-0.0843110755085945
psycho,-0.0844213888049125
nawaz</w>,-0.0845873653888702
taka</w>,-0.0846296623349189
child,-0.0852903723716735
conley</w>,-0.08624729514122
akon</w>,-0.086527831852436
ced,-0.0877592042088508
ven,-0.0883064791560173
ahah</w>,-0.0884770154953002
donkey</w>,-0.0886183977127075
hipster</w>,-0.0886876955628395
mlkday</w>,-0.0894019976258277
ðŁİħ</w>,-0.0895158052444458
brow</w>,-0.0919153168797493
rage</w>,-0.0922394096851348
ladygaga</w>,-0.09253940731287
stag,-0.0925484299659729
artificial,-0.0925499349832534
william</w>,-0.0928075835108757
prof,-0.09343883395195
voli</w>,-0.0935017988085746
ðŁİĬ</w>,-0.093508206307888
olina</w>,-0.0939473882317543
sad</w>,-0.0941713452339172
vuel,-0.0945152938365936
vinod</w>,-0.0948371440172195
tink,-0.094844289124012
shady</w>,-0.0954176783561706
anti,-0.0955542102456092
rudd</w>,-0.0965509489178657
idol,-0.0967497453093528
limer,-0.0970354080200195
liby,-0.0975973829627037
ale,-0.0983389243483543
:]</w>,-0.0985591933131218
costa</w>,-0.0990816056728363
llll,-0.0996791049838066
cullen</w>,-0.1004809811711311
colin</w>,-0.1009678691625595
eaton</w>,-0.1015739515423774
irvin</w>,-0.1021247431635856
stallone</w>,-0.1022662222385406
cology</w>,-0.1028470620512962
online,-0.1043601483106613
bobcat</w>,-0.1044197604060173
eyel,-0.1046470627188682
tattoos</w>,-0.1047102659940719
kwame</w>,-0.1048591956496238
webcamtoy</w>,-0.1049520000815391
smiling</w>,-0.1051883623003959
waxing</w>,-0.1058625355362892
escobar</w>,-0.1070402190089225
sym</w>,-0.1072091311216354
zom,-0.1073003709316253
nuk</w>,-0.1075305864214897
kley</w>,-0.1079520657658577
sweating</w>,-0.1100250035524368
uta</w>,-0.1104427427053451
âľĿ,-0.1109841912984848
aaaaaa</w>,-0.1111513748764991
realis</w>,-0.1114332526922226
angry</w>,-0.1119571700692176
aly,-0.1139970868825912
hersh,-0.1146047040820121
sweaty</w>,-0.1146081835031509
negan</w>,-0.1158006936311721
ruff,-0.1162077337503433
magi,-0.1169226765632629
jared</w>,-0.1175775229930877
padilla</w>,-0.1183621510863304
iner,-0.1186733841896057
jeff,-0.1186787486076355
brighten</w>,-0.1190139800310134
ðĿĺ,-0.1194199100136756
mascara</w>,-0.1197139322757721
punjabi</w>,-0.119761437177658
shells</w>,-0.120175264775753
garnet</w>,-0.1202092766761779
pauline</w>,-0.1202206388115882
sam</w>,-0.1203821077942848
ony,-0.1204859167337417
ðŁİĻ,-0.1207030490040779
quan</w>,-0.1209749802947044
azy</w>,-0.121026374399662
ailing</w>,-0.1212428212165832
wicked</w>,-0.1214393824338913
jefferson,-0.1220302581787109
ior,-0.122040294110775
navar,-0.1222574263811111
sth,-0.1228960305452346
francisco</w>,-0.1229423359036445
deandre</w>,-0.1236935406923294
donkeys</w>,-0.1242441087961196
kel,-0.124358981847763
alligator</w>,-0.1253476291894912
senator</w>,-0.1260730624198913
gart,-0.1270527988672256
georges</w>,-0.1270668655633926
sssss</w>,-0.1272921413183212
mo,-0.1281634271144867
kendricklamar</w>,-0.128618910908699
suspect</w>,-0.128700315952301
irani</w>,-0.1291403174400329
cow,-0.1295169293880462
overdose</w>,-0.1311293840408325
eyeshadow</w>,-0.1311416923999786
taun,-0.1314754039049148
tic,-0.1314866989850998
ee,-0.1322495192289352
whitman</w>,-0.1331176459789276
tiger,-0.1332084238529205
griev,-0.133908987045288
gastri,-0.134551391005516
sadiq</w>,-0.1346306353807449
wink</w>,-0.1353703290224075
ðŁĲ¬</w>,-0.135865032672882
obrien</w>,-0.1363404989242553
jud,-0.1365301460027694
sob</w>,-0.1370883733034134
matt</w>,-0.1373916119337082
goth,-0.1378771811723709
imam</w>,-0.1382595598697662
afric,-0.1385399401187896
bulldo,-0.1387417912483215
anger,-0.1391538828611374
indian</w>,-0.13916677236557
daugh,-0.1392873376607895
ified</w>,-0.1395580768585205
ulty</w>,-0.1397533416748047
andy</w>,-0.1398912519216537
oculus</w>,-0.1414309293031692
